simulation,gcb,dem_house_seats,rep_house_seats,dem_house_win,rep_house_win,dem_senate_seats,rep_senate_seats,dem_senate_win,rep_senate_win
318,8.782857741333224,252.0,183.0,100.0,0.0,49.0,51.0,0.0,100.0
319,16.189008064413223,284.0,151.0,100.0,0.0,57.0,43.0,100.0,0.0
320,-10.351531044376776,194.0,241.0,0.0,100.0,43.0,57.0,0.0,100.0
321,-0.9847714524367754,219.0,216.0,100.0,0.0,46.0,54.0,0.0,100.0
322,-11.186912211696775,187.0,248.0,0.0,100.0,42.0,58.0,0.0,100.0
323,-6.8999350147667755,205.0,230.0,0.0,100.0,45.0,55.0,0.0,100.0
324,-7.7338340078267755,204.0,231.0,0.0,100.0,45.0,55.0,0.0,100.0
325,-14.578493960486774,171.0,264.0,0.0,100.0,39.0,61.0,0.0,100.0
326,-4.996344973246776,208.0,227.0,0.0,100.0,45.0,55.0,0.0,100.0
327,20.653607335353225,315.0,120.0,100.0,0.0,58.0,42.0,100.0,0.0
328,10.022738189393225,255.0,180.0,100.0,0.0,50.0,50.0,0.0,100.0
329,1.4011370845732243,226.0,209.0,100.0,0.0,49.0,51.0,0.0,100.0
330,14.370448024833225,274.0,161.0,100.0,0.0,54.0,46.0,100.0,0.0
331,19.372147048253225,303.0,132.0,100.0,0.0,58.0,42.0,100.0,0.0
332,0.15079338076322424,223.0,212.0,100.0,0.0,48.0,52.0,0.0,100.0
333,-3.8339901293367755,211.0,224.0,0.0,100.0,45.0,55.0,0.0,100.0
334,-1.1169186380967755,218.0,217.0,100.0,0.0,46.0,54.0,0.0,100.0
335,-6.444332204176774,206.0,229.0,0.0,100.0,45.0,55.0,0.0,100.0
336,-12.092632927266775,185.0,250.0,0.0,100.0,42.0,58.0,0.0,100.0
337,13.600478861783225,265.0,170.0,100.0,0.0,53.0,47.0,100.0,0.0
338,7.527873672373225,242.0,193.0,100.0,0.0,49.0,51.0,0.0,100.0
339,-2.446813417386776,217.0,218.0,0.0,100.0,46.0,54.0,0.0,100.0
340,18.717034433453225,297.0,138.0,100.0,0.0,58.0,42.0,100.0,0.0
341,1.3750776005532244,226.0,209.0,100.0,0.0,49.0,51.0,0.0,100.0
342,12.670763627433224,261.0,174.0,100.0,0.0,53.0,47.0,100.0,0.0
343,16.865943137183223,288.0,147.0,100.0,0.0,57.0,43.0,100.0,0.0
344,-8.219860407286776,201.0,234.0,0.0,100.0,45.0,55.0,0.0,100.0
345,-6.9249969045567745,205.0,230.0,0.0,100.0,45.0,55.0,0.0,100.0
346,7.0309829515832245,240.0,195.0,100.0,0.0,49.0,51.0,0.0,100.0
347,16.174882802043225,284.0,151.0,100.0,0.0,57.0,43.0,100.0,0.0
348,5.522312823483224,236.0,199.0,100.0,0.0,49.0,51.0,0.0,100.0
349,15.548692509253225,279.0,156.0,100.0,0.0,56.0,44.0,100.0,0.0
350,13.855079943543226,269.0,166.0,100.0,0.0,53.0,47.0,100.0,0.0
351,2.2774377063632243,226.0,209.0,100.0,0.0,49.0,51.0,0.0,100.0
352,-8.354448912536775,200.0,235.0,0.0,100.0,44.0,56.0,0.0,100.0
353,-11.860196397516775,186.0,249.0,0.0,100.0,42.0,58.0,0.0,100.0
354,-3.7457102821467756,212.0,223.0,0.0,100.0,45.0,55.0,0.0,100.0
355,20.797623182603225,315.0,120.0,100.0,0.0,58.0,42.0,100.0,0.0
356,-7.231712335496775,205.0,230.0,0.0,100.0,45.0,55.0,0.0,100.0
357,-14.456448282506773,171.0,264.0,0.0,100.0,39.0,61.0,0.0,100.0
358,-15.069543885586775,166.0,269.0,0.0,100.0,39.0,61.0,0.0,100.0
359,-9.682461742816775,196.0,239.0,0.0,100.0,43.0,57.0,0.0,100.0
360,1.6530922167832243,226.0,209.0,100.0,0.0,49.0,51.0,0.0,100.0
361,13.973343197243224,270.0,165.0,100.0,0.0,53.0,47.0,100.0,0.0
362,-10.289477651376775,194.0,241.0,0.0,100.0,43.0,57.0,0.0,100.0
363,20.968207970413225,319.0,116.0,100.0,0.0,58.0,42.0,100.0,0.0
364,-14.090623412276774,173.0,262.0,0.0,100.0,40.0,60.0,0.0,100.0
365,16.895958765973223,288.0,147.0,100.0,0.0,57.0,43.0,100.0,0.0
366,16.148114949973223,284.0,151.0,100.0,0.0,57.0,43.0,100.0,0.0
367,-17.571632648016774,155.0,280.0,0.0,100.0,38.0,62.0,0.0,100.0
368,-12.421243685246775,184.0,251.0,0.0,100.0,42.0,58.0,0.0,100.0
369,1.2098340698432244,226.0,209.0,100.0,0.0,49.0,51.0,0.0,100.0
370,-6.603672504516775,205.0,230.0,0.0,100.0,45.0,55.0,0.0,100.0
371,8.495741732473224,247.0,188.0,100.0,0.0,49.0,51.0,0.0,100.0
372,-14.732625836816776,171.0,264.0,0.0,100.0,39.0,61.0,0.0,100.0
373,5.517440350473224,236.0,199.0,100.0,0.0,49.0,51.0,0.0,100.0
374,22.069986727783224,325.0,110.0,100.0,0.0,58.0,42.0,100.0,0.0
375,13.277826961133226,263.0,172.0,100.0,0.0,53.0,47.0,100.0,0.0
376,-16.412331972426774,159.0,276.0,0.0,100.0,39.0,61.0,0.0,100.0
377,-7.875016022776775,204.0,231.0,0.0,100.0,45.0,55.0,0.0,100.0
378,-10.346622876556776,194.0,241.0,0.0,100.0,43.0,57.0,0.0,100.0
379,4.892683453523224,235.0,200.0,100.0,0.0,49.0,51.0,0.0,100.0
380,-16.765193537396776,158.0,277.0,0.0,100.0,38.0,62.0,0.0,100.0
381,-10.418988813006775,194.0,241.0,0.0,100.0,43.0,57.0,0.0,100.0
382,9.126250028993224,252.0,183.0,100.0,0.0,49.0,51.0,0.0,100.0
383,14.394632230903225,274.0,161.0,100.0,0.0,54.0,46.0,100.0,0.0
384,16.079932784643223,284.0,151.0,100.0,0.0,56.0,44.0,100.0,0.0
385,20.950971965343225,318.0,117.0,100.0,0.0,58.0,42.0,100.0,0.0
386,8.698413507893225,250.0,185.0,100.0,0.0,49.0,51.0,0.0,100.0
387,21.176264442733224,320.0,115.0,100.0,0.0,58.0,42.0,100.0,0.0
388,14.164339800973226,272.0,163.0,100.0,0.0,53.0,47.0,100.0,0.0
389,14.971377648113226,277.0,158.0,100.0,0.0,56.0,44.0,100.0,0.0
390,15.092815542543224,277.0,158.0,100.0,0.0,56.0,44.0,100.0,0.0
391,5.673435943413224,237.0,198.0,100.0,0.0,49.0,51.0,0.0,100.0
392,-0.15918252093677543,223.0,212.0,100.0,0.0,48.0,52.0,0.0,100.0
393,15.213877751853225,277.0,158.0,100.0,0.0,56.0,44.0,100.0,0.0
394,8.758360175363224,251.0,184.0,100.0,0.0,49.0,51.0,0.0,100.0
395,8.914706598583225,252.0,183.0,100.0,0.0,49.0,51.0,0.0,100.0
396,-8.044619232836775,202.0,233.0,0.0,100.0,45.0,55.0,0.0,100.0
397,12.146277111433225,260.0,175.0,100.0,0.0,53.0,47.0,100.0,0.0
398,15.056299989943225,277.0,158.0,100.0,0.0,56.0,44.0,100.0,0.0
399,12.208965097853225,260.0,175.0,100.0,0.0,53.0,47.0,100.0,0.0
400,18.395516647203223,294.0,141.0,100.0,0.0,57.0,43.0,100.0,0.0
401,12.446864467843225,260.0,175.0,100.0,0.0,53.0,47.0,100.0,0.0
402,-3.9419451353067756,209.0,226.0,0.0,100.0,45.0,55.0,0.0,100.0
403,-4.750052459186776,208.0,227.0,0.0,100.0,45.0,55.0,0.0,100.0
404,9.205367249163224,253.0,182.0,100.0,0.0,50.0,50.0,0.0,100.0
405,-4.539726236566775,209.0,226.0,0.0,100.0,45.0,55.0,0.0,100.0
406,7.913950657203225,243.0,192.0,100.0,0.0,49.0,51.0,0.0,100.0
407,-4.500118693196775,209.0,226.0,0.0,100.0,45.0,55.0,0.0,100.0
408,8.142171433523224,246.0,189.0,100.0,0.0,49.0,51.0,0.0,100.0
409,3.3675639841032243,229.0,206.0,100.0,0.0,49.0,51.0,0.0,100.0
410,8.433433045513224,247.0,188.0,100.0,0.0,49.0,51.0,0.0,100.0
411,17.348362830913224,291.0,144.0,100.0,0.0,57.0,43.0,100.0,0.0
412,-14.428686720186775,171.0,264.0,0.0,100.0,40.0,60.0,0.0,100.0
413,17.768211274243225,292.0,143.0,100.0,0.0,57.0,43.0,100.0,0.0
414,16.224658903903222,285.0,150.0,100.0,0.0,57.0,43.0,100.0,0.0
415,3.2201936731732244,229.0,206.0,100.0,0.0,49.0,51.0,0.0,100.0
416,19.031804394173225,300.0,135.0,100.0,0.0,58.0,42.0,100.0,0.0
417,20.670398218773226,315.0,120.0,100.0,0.0,58.0,42.0,100.0,0.0
418,16.818188941073224,288.0,147.0,100.0,0.0,57.0,43.0,100.0,0.0
419,-16.367567053876776,159.0,276.0,0.0,100.0,39.0,61.0,0.0,100.0
420,7.318994289913224,242.0,193.0,100.0,0.0,49.0,51.0,0.0,100.0
421,14.943060691023225,277.0,158.0,100.0,0.0,56.0,44.0,100.0,0.0
422,9.122629925623224,252.0,183.0,100.0,0.0,49.0,51.0,0.0,100.0
423,6.613282550593224,239.0,196.0,100.0,0.0,49.0,51.0,0.0,100.0
424,3.9085184802132247,231.0,204.0,100.0,0.0,49.0,51.0,0.0,100.0
425,7.222450507293225,240.0,195.0,100.0,0.0,49.0,51.0,0.0,100.0
426,-14.626412444306776,171.0,264.0,0.0,100.0,39.0,61.0,0.0,100.0
427,-12.626335832036775,183.0,252.0,0.0,100.0,41.0,59.0,0.0,100.0
428,-17.387020398526776,155.0,280.0,0.0,100.0,38.0,62.0,0.0,100.0
429,7.508301093183224,242.0,193.0,100.0,0.0,49.0,51.0,0.0,100.0
430,-15.225507457196777,165.0,270.0,0.0,100.0,39.0,61.0,0.0,100.0
431,8.625081821983224,250.0,185.0,100.0,0.0,49.0,51.0,0.0,100.0
432,-3.998309908116776,209.0,226.0,0.0,100.0,45.0,55.0,0.0,100.0
433,18.673407928793225,296.0,139.0,100.0,0.0,58.0,42.0,100.0,0.0
434,21.606430787013224,322.0,113.0,100.0,0.0,58.0,42.0,100.0,0.0
435,-7.160186463436775,205.0,230.0,0.0,100.0,45.0,55.0,0.0,100.0
436,13.487821171793225,263.0,172.0,100.0,0.0,53.0,47.0,100.0,0.0
437,-2.8426956356167756,217.0,218.0,0.0,100.0,46.0,54.0,0.0,100.0
438,9.676289108813224,255.0,180.0,100.0,0.0,50.0,50.0,0.0,100.0
439,-1.0759042108667756,219.0,216.0,100.0,0.0,46.0,54.0,0.0,100.0
440,-2.9337455350267754,217.0,218.0,0.0,100.0,46.0,54.0,0.0,100.0
441,-10.154672390856776,194.0,241.0,0.0,100.0,43.0,57.0,0.0,100.0
442,1.5158328838032245,226.0,209.0,100.0,0.0,49.0,51.0,0.0,100.0
443,22.263322180873224,326.0,109.0,100.0,0.0,58.0,42.0,100.0,0.0
444,18.680857021193226,296.0,139.0,100.0,0.0,58.0,42.0,100.0,0.0
445,15.374389507253225,279.0,156.0,100.0,0.0,56.0,44.0,100.0,0.0
446,17.629393575273223,292.0,143.0,100.0,0.0,57.0,43.0,100.0,0.0
447,-16.513147423286775,159.0,276.0,0.0,100.0,38.0,62.0,0.0,100.0
448,-15.815857986706774,162.0,273.0,0.0,100.0,39.0,61.0,0.0,100.0
449,12.686891877613224,261.0,174.0,100.0,0.0,53.0,47.0,100.0,0.0
450,-14.368912064196774,171.0,264.0,0.0,100.0,40.0,60.0,0.0,100.0
451,0.39352221632322437,224.0,211.0,100.0,0.0,49.0,51.0,0.0,100.0
452,-11.377387139796776,186.0,249.0,0.0,100.0,42.0,58.0,0.0,100.0
453,-16.644196515926776,159.0,276.0,0.0,100.0,38.0,62.0,0.0,100.0
454,5.529013912323224,236.0,199.0,100.0,0.0,49.0,51.0,0.0,100.0
455,-16.871529534896776,158.0,277.0,0.0,100.0,38.0,62.0,0.0,100.0
456,15.031146935093226,277.0,158.0,100.0,0.0,56.0,44.0,100.0,0.0
457,-5.195676435326776,208.0,227.0,0.0,100.0,45.0,55.0,0.0,100.0
458,-10.358514347336776,194.0,241.0,0.0,100.0,43.0,57.0,0.0,100.0
459,-14.033279702816774,174.0,261.0,0.0,100.0,40.0,60.0,0.0,100.0
460,1.9004454741532244,226.0,209.0,100.0,0.0,49.0,51.0,0.0,100.0
461,-3.085346463656776,215.0,220.0,0.0,100.0,46.0,54.0,0.0,100.0
462,1.3176028671932243,226.0,209.0,100.0,0.0,49.0,51.0,0.0,100.0
463,13.001531150513225,262.0,173.0,100.0,0.0,53.0,47.0,100.0,0.0
464,-10.810050670676775,191.0,244.0,0.0,100.0,42.0,58.0,0.0,100.0
465,-14.480596169636776,171.0,264.0,0.0,100.0,39.0,61.0,0.0,100.0
466,-15.693448112826776,163.0,272.0,0.0,100.0,39.0,61.0,0.0,100.0
467,20.943180423823225,318.0,117.0,100.0,0.0,58.0,42.0,100.0,0.0
468,-10.534154777776775,194.0,241.0,0.0,100.0,43.0,57.0,0.0,100.0
469,-10.695248767896775,192.0,243.0,0.0,100.0,42.0,58.0,0.0,100.0
470,-11.400064258346776,186.0,249.0,0.0,100.0,42.0,58.0,0.0,100.0
471,17.471886498703224,292.0,143.0,100.0,0.0,57.0,43.0,100.0,0.0
472,20.459162007403226,315.0,120.0,100.0,0.0,58.0,42.0,100.0,0.0
473,14.431437637023224,274.0,161.0,100.0,0.0,54.0,46.0,100.0,0.0
474,-0.3852276675767756,221.0,214.0,100.0,0.0,46.0,54.0,0.0,100.0
475,-10.792755769426774,191.0,244.0,0.0,100.0,42.0,58.0,0.0,100.0
476,-0.7712962472167755,220.0,215.0,100.0,0.0,46.0,54.0,0.0,100.0
477,14.812897811833224,277.0,158.0,100.0,0.0,55.0,45.0,100.0,0.0
478,17.663453401283224,292.0,143.0,100.0,0.0,57.0,43.0,100.0,0.0
479,17.992684430913226,293.0,142.0,100.0,0.0,57.0,43.0,100.0,0.0
480,9.652852593073224,255.0,180.0,100.0,0.0,50.0,50.0,0.0,100.0
481,-9.119717256066775,198.0,237.0,0.0,100.0,43.0,57.0,0.0,100.0
482,-2.9598687840367757,216.0,219.0,0.0,100.0,46.0,54.0,0.0,100.0
483,-1.8419176484967754,218.0,217.0,100.0,0.0,46.0,54.0,0.0,100.0
484,8.003329118823224,244.0,191.0,100.0,0.0,49.0,51.0,0.0,100.0
485,-16.465057573436773,159.0,276.0,0.0,100.0,38.0,62.0,0.0,100.0
486,-0.5709735415467754,220.0,215.0,100.0,0.0,46.0,54.0,0.0,100.0
487,1.4472246391432244,226.0,209.0,100.0,0.0,49.0,51.0,0.0,100.0
488,9.535132557803225,254.0,181.0,100.0,0.0,50.0,50.0,0.0,100.0
489,-17.437859874056777,155.0,280.0,0.0,100.0,38.0,62.0,0.0,100.0
490,-6.986171332696776,205.0,230.0,0.0,100.0,45.0,55.0,0.0,100.0
491,1.8543211790832244,226.0,209.0,100.0,0.0,49.0,51.0,0.0,100.0
492,-4.525519410706776,209.0,226.0,0.0,100.0,45.0,55.0,0.0,100.0
493,2.5542819032732242,227.0,208.0,100.0,0.0,49.0,51.0,0.0,100.0
494,15.162209016673225,277.0,158.0,100.0,0.0,56.0,44.0,100.0,0.0
495,2.3431979384032244,227.0,208.0,100.0,0.0,49.0,51.0,0.0,100.0
496,15.016443617973225,277.0,158.0,100.0,0.0,56.0,44.0,100.0,0.0
497,15.074514166853225,277.0,158.0,100.0,0.0,56.0,44.0,100.0,0.0
498,16.796194150273223,288.0,147.0,100.0,0.0,57.0,43.0,100.0,0.0
499,15.754070407063224,281.0,154.0,100.0,0.0,56.0,44.0,100.0,0.0
500,-6.750424912066775,205.0,230.0,0.0,100.0,45.0,55.0,0.0,100.0
501,-14.513256245656777,171.0,264.0,0.0,100.0,39.0,61.0,0.0,100.0
502,7.450176442393225,242.0,193.0,100.0,0.0,49.0,51.0,0.0,100.0
503,-12.247050823806775,184.0,251.0,0.0,100.0,42.0,58.0,0.0,100.0
504,-10.186315794266775,194.0,241.0,0.0,100.0,43.0,57.0,0.0,100.0
505,-9.578126549516774,196.0,239.0,0.0,100.0,43.0,57.0,0.0,100.0
506,-4.453360132746775,209.0,226.0,0.0,100.0,45.0,55.0,0.0,100.0
507,0.8282320612132243,226.0,209.0,100.0,0.0,49.0,51.0,0.0,100.0
508,16.264060640293224,285.0,150.0,100.0,0.0,57.0,43.0,100.0,0.0
509,-5.431905705206775,208.0,227.0,0.0,100.0,45.0,55.0,0.0,100.0
510,-11.846074662466775,186.0,249.0,0.0,100.0,42.0,58.0,0.0,100.0
511,-4.595694403646776,209.0,226.0,0.0,100.0,45.0,55.0,0.0,100.0
512,-11.371874886616775,186.0,249.0,0.0,100.0,42.0,58.0,0.0,100.0
513,-11.101573133396775,188.0,247.0,0.0,100.0,42.0,58.0,0.0,100.0
514,-5.267465910816776,208.0,227.0,0.0,100.0,45.0,55.0,0.0,100.0
515,-16.315907989536775,159.0,276.0,0.0,100.0,39.0,61.0,0.0,100.0
516,5.3642607588432245,236.0,199.0,100.0,0.0,49.0,51.0,0.0,100.0
517,-8.087108303316775,202.0,233.0,0.0,100.0,45.0,55.0,0.0,100.0
518,-14.527621966466775,171.0,264.0,0.0,100.0,39.0,61.0,0.0,100.0
519,-13.762070654976775,176.0,259.0,0.0,100.0,41.0,59.0,0.0,100.0
520,-1.7032115984267757,218.0,217.0,100.0,0.0,46.0,54.0,0.0,100.0
521,-6.431178163376774,206.0,229.0,0.0,100.0,45.0,55.0,0.0,100.0
522,-10.934219441216776,190.0,245.0,0.0,100.0,42.0,58.0,0.0,100.0
523,4.549191891473225,232.0,203.0,100.0,0.0,49.0,51.0,0.0,100.0
524,19.378087331693227,303.0,132.0,100.0,0.0,58.0,42.0,100.0,0.0
525,13.303834895043225,263.0,172.0,100.0,0.0,53.0,47.0,100.0,0.0
526,11.367755635973225,259.0,176.0,100.0,0.0,53.0,47.0,100.0,0.0
527,-16.658944621686775,159.0,276.0,0.0,100.0,38.0,62.0,0.0,100.0
528,15.308020194133224,279.0,156.0,100.0,0.0,56.0,44.0,100.0,0.0
529,-2.6069355501467757,217.0,218.0,0.0,100.0,46.0,54.0,0.0,100.0
530,7.459140409893225,242.0,193.0,100.0,0.0,49.0,51.0,0.0,100.0
531,-16.523155375126777,159.0,276.0,0.0,100.0,38.0,62.0,0.0,100.0
532,4.144501271073224,231.0,204.0,100.0,0.0,49.0,51.0,0.0,100.0
533,3.7857832593032246,231.0,204.0,100.0,0.0,49.0,51.0,0.0,100.0
534,17.542120631253223,292.0,143.0,100.0,0.0,57.0,43.0,100.0,0.0
535,15.268217893073224,279.0,156.0,100.0,0.0,56.0,44.0,100.0,0.0
536,15.175518360603224,277.0,158.0,100.0,0.0,56.0,44.0,100.0,0.0
537,19.084624533413226,300.0,135.0,100.0,0.0,58.0,42.0,100.0,0.0
538,-5.716528788186775,206.0,229.0,0.0,100.0,45.0,55.0,0.0,100.0
539,11.603070257743225,260.0,175.0,100.0,0.0,53.0,47.0,100.0,0.0
540,11.220272926703226,259.0,176.0,100.0,0.0,53.0,47.0,100.0,0.0
541,1.5398805056832243,226.0,209.0,100.0,0.0,49.0,51.0,0.0,100.0
542,-0.8041349038167755,220.0,215.0,100.0,0.0,46.0,54.0,0.0,100.0
543,-15.376781117896776,164.0,271.0,0.0,100.0,39.0,61.0,0.0,100.0
544,-16.891181782546774,158.0,277.0,0.0,100.0,38.0,62.0,0.0,100.0
545,-0.9083383834167758,219.0,216.0,100.0,0.0,46.0,54.0,0.0,100.0
546,17.234451852023223,289.0,146.0,100.0,0.0,57.0,43.0,100.0,0.0
547,21.274333972383225,320.0,115.0,100.0,0.0,58.0,42.0,100.0,0.0
548,20.003412631273225,309.0,126.0,100.0,0.0,58.0,42.0,100.0,0.0
549,-16.939161479146776,158.0,277.0,0.0,100.0,38.0,62.0,0.0,100.0
550,-17.204316206126776,156.0,279.0,0.0,100.0,38.0,62.0,0.0,100.0
551,17.072831635553225,289.0,146.0,100.0,0.0,57.0,43.0,100.0,0.0
552,19.377236803083225,303.0,132.0,100.0,0.0,58.0,42.0,100.0,0.0
553,-12.728163103966775,183.0,252.0,0.0,100.0,41.0,59.0,0.0,100.0
554,19.675065450643224,307.0,128.0,100.0,0.0,58.0,42.0,100.0,0.0
555,4.175108491323225,231.0,204.0,100.0,0.0,49.0,51.0,0.0,100.0
556,4.414481039853225,232.0,203.0,100.0,0.0,49.0,51.0,0.0,100.0
557,-0.8144069930167754,220.0,215.0,100.0,0.0,46.0,54.0,0.0,100.0
558,6.961850929573224,240.0,195.0,100.0,0.0,49.0,51.0,0.0,100.0
559,14.593282038983224,274.0,161.0,100.0,0.0,54.0,46.0,100.0,0.0
560,-13.496184287136774,177.0,258.0,0.0,100.0,41.0,59.0,0.0,100.0
561,-11.421533403646775,186.0,249.0,0.0,100.0,42.0,58.0,0.0,100.0
562,7.382108444013225,242.0,193.0,100.0,0.0,49.0,51.0,0.0,100.0
563,11.799335050783224,260.0,175.0,100.0,0.0,53.0,47.0,100.0,0.0
564,-1.6052041789667757,218.0,217.0,100.0,0.0,46.0,54.0,0.0,100.0
565,-7.307156275506776,205.0,230.0,0.0,100.0,45.0,55.0,0.0,100.0
566,20.712138132033225,315.0,120.0,100.0,0.0,58.0,42.0,100.0,0.0
567,7.108101112613225,240.0,195.0,100.0,0.0,49.0,51.0,0.0,100.0
568,-12.628002247376775,183.0,252.0,0.0,100.0,41.0,59.0,0.0,100.0
569,6.995231277573225,240.0,195.0,100.0,0.0,49.0,51.0,0.0,100.0
570,11.826893587413226,260.0,175.0,100.0,0.0,53.0,47.0,100.0,0.0
571,6.657786078833224,239.0,196.0,100.0,0.0,49.0,51.0,0.0,100.0
572,-15.256550600726776,165.0,270.0,0.0,100.0,39.0,61.0,0.0,100.0
573,10.323621514413224,256.0,179.0,100.0,0.0,51.0,49.0,100.0,0.0
574,-13.329714326276775,178.0,257.0,0.0,100.0,41.0,59.0,0.0,100.0
575,-15.475314663826776,164.0,271.0,0.0,100.0,39.0,61.0,0.0,100.0
576,-1.5441264022167758,218.0,217.0,100.0,0.0,46.0,54.0,0.0,100.0
577,16.681280255433222,288.0,147.0,100.0,0.0,57.0,43.0,100.0,0.0
578,1.5608291835832244,226.0,209.0,100.0,0.0,49.0,51.0,0.0,100.0
579,-3.4765911642467757,213.0,222.0,0.0,100.0,45.0,55.0,0.0,100.0
580,14.077941148303225,270.0,165.0,100.0,0.0,53.0,47.0,100.0,0.0
581,17.283074030523224,290.0,145.0,100.0,0.0,57.0,43.0,100.0,0.0
582,10.291944212513226,256.0,179.0,100.0,0.0,51.0,49.0,100.0,0.0
583,20.827647202573225,315.0,120.0,100.0,0.0,58.0,42.0,100.0,0.0
584,2.5695071751132246,227.0,208.0,100.0,0.0,49.0,51.0,0.0,100.0
585,0.6755614897532245,226.0,209.0,100.0,0.0,49.0,51.0,0.0,100.0
586,9.762060835243224,255.0,180.0,100.0,0.0,50.0,50.0,0.0,100.0
587,-14.817855540946773,171.0,264.0,0.0,100.0,39.0,61.0,0.0,100.0
588,-17.056173637386774,157.0,278.0,0.0,100.0,38.0,62.0,0.0,100.0
589,-4.121959818286776,209.0,226.0,0.0,100.0,45.0,55.0,0.0,100.0
590,10.301006107743225,256.0,179.0,100.0,0.0,51.0,49.0,100.0,0.0
591,1.2941591222032245,226.0,209.0,100.0,0.0,49.0,51.0,0.0,100.0
592,8.079959388093224,245.0,190.0,100.0,0.0,49.0,51.0,0.0,100.0
593,-10.956292854306776,190.0,245.0,0.0,100.0,42.0,58.0,0.0,100.0
594,0.9260087207332244,226.0,209.0,100.0,0.0,49.0,51.0,0.0,100.0
595,-3.6174609611967754,213.0,222.0,0.0,100.0,45.0,55.0,0.0,100.0
596,20.072058733393224,310.0,125.0,100.0,0.0,58.0,42.0,100.0,0.0
597,-1.8235063020167757,218.0,217.0,100.0,0.0,46.0,54.0,0.0,100.0
598,-7.385278861476776,205.0,230.0,0.0,100.0,45.0,55.0,0.0,100.0
599,-13.431419736506776,178.0,257.0,0.0,100.0,41.0,59.0,0.0,100.0
600,-6.214172015836775,206.0,229.0,0.0,100.0,45.0,55.0,0.0,100.0
601,-10.410839556316775,194.0,241.0,0.0,100.0,43.0,57.0,0.0,100.0
602,-16.675209928696773,158.0,277.0,0.0,100.0,38.0,62.0,0.0,100.0
603,-5.065760439016776,208.0,227.0,0.0,100.0,45.0,55.0,0.0,100.0
604,-16.387053500006775,159.0,276.0,0.0,100.0,39.0,61.0,0.0,100.0
605,0.9148619273732244,226.0,209.0,100.0,0.0,49.0,51.0,0.0,100.0
606,5.624438398573224,237.0,198.0,100.0,0.0,49.0,51.0,0.0,100.0
607,20.053397000993225,310.0,125.0,100.0,0.0,58.0,42.0,100.0,0.0
608,-16.131825247036776,161.0,274.0,0.0,100.0,39.0,61.0,0.0,100.0
609,8.647014444983224,250.0,185.0,100.0,0.0,49.0,51.0,0.0,100.0
610,11.973250121373225,260.0,175.0,100.0,0.0,53.0,47.0,100.0,0.0
611,12.899467521293225,262.0,173.0,100.0,0.0,53.0,47.0,100.0,0.0
612,9.181751792863224,252.0,183.0,100.0,0.0,50.0,50.0,0.0,100.0
613,-9.708107258116776,195.0,240.0,0.0,100.0,43.0,57.0,0.0,100.0
614,-3.9996831361767753,209.0,226.0,0.0,100.0,45.0,55.0,0.0,100.0
615,15.325466364783225,279.0,156.0,100.0,0.0,56.0,44.0,100.0,0.0
616,-5.273727838516775,208.0,227.0,0.0,100.0,45.0,55.0,0.0,100.0
617,14.711604954233225,275.0,160.0,100.0,0.0,54.0,46.0,100.0,0.0
618,-11.276353170376774,186.0,249.0,0.0,100.0,42.0,58.0,0.0,100.0
619,16.718928595693225,288.0,147.0,100.0,0.0,57.0,43.0,100.0,0.0
620,5.235432381153224,236.0,199.0,100.0,0.0,49.0,51.0,0.0,100.0
621,14.013551528453226,270.0,165.0,100.0,0.0,53.0,47.0,100.0,0.0
622,-2.8981745044367755,217.0,218.0,0.0,100.0,46.0,54.0,0.0,100.0
623,17.131944603923223,289.0,146.0,100.0,0.0,57.0,43.0,100.0,0.0
624,-16.765054717016774,158.0,277.0,0.0,100.0,38.0,62.0,0.0,100.0
625,16.768330205283224,288.0,147.0,100.0,0.0,57.0,43.0,100.0,0.0
626,18.488280599953224,294.0,141.0,100.0,0.0,57.0,43.0,100.0,0.0
627,1.4121658568132243,226.0,209.0,100.0,0.0,49.0,51.0,0.0,100.0
628,-6.155191928796775,206.0,229.0,0.0,100.0,45.0,55.0,0.0,100.0
629,6.581881237473224,239.0,196.0,100.0,0.0,49.0,51.0,0.0,100.0
630,-17.559794475436775,155.0,280.0,0.0,100.0,38.0,62.0,0.0,100.0
631,17.290711598763224,290.0,145.0,100.0,0.0,57.0,43.0,100.0,0.0
632,8.053998920663224,244.0,191.0,100.0,0.0,49.0,51.0,0.0,100.0
633,2.1298615977332243,226.0,209.0,100.0,0.0,49.0,51.0,0.0,100.0
634,-11.889796070456775,186.0,249.0,0.0,100.0,42.0,58.0,0.0,100.0
635,6.052726734923224,238.0,197.0,100.0,0.0,49.0,51.0,0.0,100.0
636,-5.720562432256775,206.0,229.0,0.0,100.0,45.0,55.0,0.0,100.0
637,12.337253163203226,260.0,175.0,100.0,0.0,53.0,47.0,100.0,0.0
638,10.106826814733225,255.0,180.0,100.0,0.0,50.0,50.0,0.0,100.0
639,-13.356435768526776,178.0,257.0,0.0,100.0,41.0,59.0,0.0,100.0
640,-9.348326959996776,198.0,237.0,0.0,100.0,43.0,57.0,0.0,100.0
641,-6.1077456128267755,206.0,229.0,0.0,100.0,45.0,55.0,0.0,100.0
642,16.407810336583225,286.0,149.0,100.0,0.0,57.0,43.0,100.0,0.0
643,19.032318548693226,300.0,135.0,100.0,0.0,58.0,42.0,100.0,0.0
