office_code,datawrapper,state,dem_fec_id,dem_name,dem_first_name,dem_last,dem_status,rep_fec_id,rep_name,rep_first_name,rep_last,rep_status,incumbent_bonus,dem_polling,rep_polling,polling_margin,num_polls,total_weight,dem_funds,rep_funds,funds_score,trump_16,clinton_16,trump_20,biden_20,trump_24,harris_24,dem_24,rep_24,total_adult_pop,white,hispanic,black,asian,native_american,pacific_islander,income_lt25k,income_25_50k,income_50_100k,income_100_200k,income_200kplus,edu_hs,edu_bachelor,edu_grad,urban,suburban,rural,lean,date,margin,dem_probability,rep_probability,dem_polling,rep_polling,polling_avg,fundamentals,polling_weight,fundamentals_weight,dem_pct,rep_pct,has_polls,24to26,rating,datawrapper_incumbent_bonus,datawrapper_polling_margin,datawrapper_funds_score,datawrapper_24to26,datawrapper_margin
CA-17,CA-17,CA,H4CA12055,Rohit Khanna,Rohit,Khanna,INCUMBENT,H6CA17190,Ha T Phan,Ha,Phan,CHALLENGER,-1.2872067310458146,,,,,,9820807.9,0.0,7.927970966629291,49181.0,180329.0,76399.0,219954.0,76249.0,176438.0,172462.0,82415.0,,,,,,,,,,,,,,,,,,,44.23187629766052,2025-10-07,48.43451992051428,81.0845738254503,18.915426174549694,,,,49.12031225144717,0.0,1.0,74.21725996025714,25.782740039742862,False,8.785072184777981,Likely D,R+1.3,N/A,D+7.9,D+8.8,D+48.4
CA-18,CA-18,CA,H4CA16049,Zoe Lofgren,Zoe,Lofgren,INCUMBENT,GENERIC-REP,Generic Republican,Generic,Republican,GENERIC,-0.1258370487953797,,,,,,610992.675,0.0,10.0,47496.0,149698.0,71946.0,189467.0,79571.0,149269.0,147674.0,80832.0,,,,,,,,,,,,,,,,,,,36.3292386065828,2025-10-07,39.835255617754655,76.36160662485501,23.638393375144986,,,,39.96422534638923,0.0,1.0,69.91762780887733,30.082372191122673,False,9.378167696062643,Likely D,R+0.1,N/A,D+10.0,D+9.4,D+39.8
CA-19,CA-19,CA,H6CA20152,Jimmy Panetta,Jimmy,Panetta,INCUMBENT,H6CA19154,Peter Coe Verbica,Peter,Verbica,CHALLENGER,2.0991895490970194,,,,,,2512025.725,17066.050000000003,5.464313353058532,92839.0,227884.0,119951.0,283229.0,116909.0,246402.0,252458.0,111862.0,,,,,,,,,,,,,,,,,,,38.708901985233894,2025-10-07,44.7492694027367,79.11713622945805,20.882863770541945,,,,44.623106652330385,0.0,1.0,72.37463470136835,27.62536529863165,False,9.106803306196824,Likely D,D+2.1,N/A,D+5.5,D+9.1,D+44.7
CA-20,CA-20,CA,H6CA20228,Sandra Van Scotter,Sandra,Van Scotter,,H4CA20181,Vince Fong,Vince,Fong,INCUMBENT,-10.0,,,,,,0.0,448779.135,-3.4502105656648157,169529.0,86439.0,213696.0,127132.0,210246.0,110642.0,110642.0,210246.0,,,,,,,,,,,,,,,,,,,-28.427342836761447,2025-10-07,-34.542546441078315,26.76586109693055,73.23413890306945,,,,-35.036526495091316,0.0,1.0,32.72872677946084,67.27127322053916,False,-3.502432756552871,Lean R,R+10.0,N/A,R+3.5,R+3.5,R+34.5
CA-21,CA-21,CA,H4CA20082,Jim Costa,Jim,Costa,INCUMBENT,H6CA21234,Lorenzo Rios,Lorenzo,Rios,CHALLENGER,0.6808207288233608,,,,,,378624.32499999995,0.0,3.222836745825823,63040.0,100402.0,87930.0,133862.0,93644.0,101220.0,102798.0,92733.0,,,,,,,,,,,,,,,,,,,9.986502568661987,2025-10-07,14.010787281758367,59.83201781702705,40.16798218297295,,,,13.834389718626348,0.0,1.0,57.005393640879184,42.994606359120816,False,10.122947557643087,Toss-up,D+0.7,N/A,D+3.2,D+10.1,D+14.0
CA-22,CA-22,CA,H6CA22190,Randy Villegas,Randy,Villegas,CHALLENGER,H2CA20094,David Valadao,David,Valadao,INCUMBENT,-0.5054394165630062,,,,,,168099.62,1162209.34,-2.572871915400971,57299.0,80581.0,79889.0,103987.0,89469.0,79359.0,78023.0,89484.0,,,,,,,,,,,,,,,,,,,0.8006449042523474,2025-10-07,0.9813867821171666,50.69456728559959,49.30543271440041,,,,0.9598376266790665,0.0,1.0,50.490693391058585,49.509306608941415,False,6.96972994794274,Toss-up,R+0.5,N/A,R+2.6,D+7.0,D+1.0
CA-23,CA-23,CA,H6CA23263,Paul Chakalian,Paul,Chakalian,CHALLENGER,H0CA08135,Jay Obernolte,Jay,Obernolte,INCUMBENT,-1.7135207828626375,,,,,,20208.955,818362.855,-3.7727006940349934,129599.0,94359.0,160217.0,131169.0,156700.0,110434.0,105563.0,159286.0,,,,,,,,,,,,,,,,,,,-14.182239069585165,2025-10-07,-15.463438591388085,39.16870560982057,60.83129439017943,,,,-15.428348314008545,0.0,1.0,42.26828070430596,57.73171929569404,False,1.855959164045517,Lean R,R+1.7,N/A,R+3.8,D+1.9,R+15.5
CA-24,CA-24,CA,H6CA24303,Salud O Carbajal,Salud,Carbajal,INCUMBENT,H6CA24345,Robert Bob J Smith,Robert,Smith,CHALLENGER,0.17519165624830246,,,,,,1887368.04,41392.490000000005,4.580883512607937,110368.0,190985.0,129908.0,240321.0,126489.0,214703.0,214724.0,127755.0,,,,,,,,,,,,,,,,,,,28.34837065323602,2025-10-07,31.949061272079756,71.64522229733812,28.354777702661877,,,,32.53819513820807,0.0,1.0,65.97453063603987,34.02546936396013,False,6.094410518252001,Lean D,D+0.2,N/A,D+4.6,D+6.1,D+31.9
CA-25,CA-25,CA,H2CA36439,Raul Ruiz,Raul,Ruiz,INCUMBENT,H6CA25219,Joe Males,Joe,Males,CHALLENGER,5.01627833266668,,,,,,1408231.05,322807.53500000003,2.0458756140059613,80359.0,115464.0,110013.0,149972.0,119328.0,125529.0,137837.0,107194.0,,,,,,,,,,,,,,,,,,,7.665594925676061,2025-10-07,13.9199531133233,59.7693503143682,40.2306496856318,,,,13.81530657895937,0.0,1.0,56.95997655666165,43.04002344333835,False,11.387454552939076,Toss-up,D+5.0,N/A,D+2.0,D+11.4,D+13.9
CA-26,CA-26,CA,H2CA00120,Julia Brownley,Julia,Brownley,INCUMBENT,H6CA26241,Samuel Gallucci,Samuel,Gallucci,CHALLENGER,-0.527006430835026,,,,,,697907.865,59843.645000000004,2.8773327745691963,119196.0,174006.0,147407.0,222934.0,145316.0,190849.0,187393.0,146913.0,,,,,,,,,,,,,,,,,,,16.86158099411883,2025-10-07,20.039757101421912,63.93867083369646,36.06132916630354,,,,19.731498052015954,0.0,1.0,60.019878550710956,39.980121449289044,False,6.494920488449116,Lean D,R+0.5,N/A,D+2.9,D+6.5,D+20.0
CA-27,CA-27,CA,H4CA27111,George Whitesides,George,Whitesides,INCUMBENT,H6CA27314,David Neidhart,David,Neidhart,CHALLENGER,-0.6129104559032835,,,,,,1240284.615,393.45,4.864135347733144,111709.0,137438.0,145873.0,187975.0,145061.0,157170.0,154040.0,146050.0,,,,,,,,,,,,,,,,,,,7.718363644271147,2025-10-07,11.437280115905859,58.04892985299848,41.95107014700152,,,,11.524412638704737,0.0,1.0,55.71864005795293,44.28135994204707,False,7.4307420705035,Toss-up,R+0.6,N/A,D+4.9,D+7.4,D+11.4
CA-28,CA-28,CA,H0CA32101,Judy Chu,Judy,Chu,INCUMBENT,H4CA28127,April Verlato,April,Verlato,CHALLENGER,1.4609972344691218,,,,,,1985727.36,5543.825,5.402154165429491,87127.0,187797.0,118591.0,243884.0,115237.0,204263.0,204489.0,110455.0,,,,,,,,,,,,,,,,,,,31.425471260660586,2025-10-07,36.72813338415266,74.54487927294757,25.45512072705243,,,,36.88313479085729,0.0,1.0,68.36406669207634,31.635933307923665,False,8.863970629849064,Lean D,D+1.5,N/A,D+5.4,D+8.9,D+36.7
CA-29,CA-29,CA,H4CA29141,Luz Rivas,Luz,Rivas,INCUMBENT,H2CA29087,Margarita Maria Carranza,Margarita,Carranza,CHALLENGER,2.3764192775591804,,,,,,317002.55,117.5,2.98649782164423,35811.0,167488.0,64048.0,205161.0,72714.0,154257.0,146312.0,63374.0,,,,,,,,,,,,,,,,,,,42.70780761041223,2025-10-07,47.57527053871835,80.63362768942227,19.36637231057773,,,,47.56792433077636,0.0,1.0,73.78763526935917,26.21236473064083,False,11.648654363083573,Likely D,D+2.4,N/A,D+3.0,D+11.6,D+47.6
CA-30,CA-30,CA,H4CA30149,Laura Friedman,Laura,Friedman,INCUMBENT,H6CA30201,Dennis F Feitosa,Dennis,Feitosa,CHALLENGER,-2.1515263315519313,,,,,,396704.15,0.0,3.284810269857358,64093.0,227217.0,98585.0,273975.0,94036.0,233138.0,213100.0,98559.0,,,,,,,,,,,,,,,,,,,46.05738545641178,2025-10-07,47.856639444942196,80.78181933703874,19.21818066296126,,,,48.048027994808386,0.0,1.0,73.9283197224711,26.0716802775289,False,5.34042483131153,Likely D,R+2.2,N/A,D+3.3,D+5.3,D+47.9
CA-31,CA-31,CA,H4CA31170,Gilbert Cisneros,Gilbert,Cisneros,INCUMBENT,H4CA31196,Erskine Lincoln Levi,Erskine,Levi,CHALLENGER,1.276073872865352,,,,,,154478.29,0.0,2.112658204575,68029.0,156348.0,102720.0,197917.0,106588.0,151581.0,148095.0,99856.0,,,,,,,,,,,,,,,,,,,23.296331512746338,2025-10-07,27.31664798739579,68.72243548186486,31.277564518135136,,,,26.98596482144662,0.0,1.0,63.65832399369789,36.34167600630211,False,9.88891654016549,Lean D,D+1.3,N/A,D+2.1,D+9.9,D+27.3
CA-32,CA-32,CA,H6CA24113,Brad Sherman,Brad,Sherman,INCUMBENT,H4CA32137,Larry Thompson,Larry,Thompson,CHALLENGER,0.5281063411043452,,,,,,2322637.015,5253.41,5.639740833275111,79329.0,222790.0,111941.0,271369.0,114803.0,224304.0,212934.0,108711.0,,,,,,,,,,,,,,,,,,,36.79028854036951,2025-10-07,41.56074923092157,77.34595350213982,22.65404649786018,,,,41.74481814224584,0.0,1.0,70.78037461546079,29.219625384539214,False,9.269761430610757,Likely D,D+0.5,N/A,D+5.6,D+9.3,D+41.6
CA-33,CA-33,CA,H2CA31125,Pete Aguilar,Pete,Aguilar,INCUMBENT,GENERIC-REP,Generic Republican,Generic,Republican,GENERIC,4.4468641401571185,,,,,,2729465.6950000003,0.0,10.0,67190.0,129356.0,98820.0,168025.0,107755.0,129054.0,137197.0,96078.0,,,,,,,,,,,,,,,,,,,15.38836196548499,2025-10-07,22.995290390589485,65.90733948697468,34.09266051302532,,,,23.149019590148285,0.0,1.0,61.497645195294744,38.502354804705256,False,14.001122094621003,Lean D,D+4.4,N/A,D+10.0,D+14.0,D+23.0
CA-34,CA-34,CA,H8CA34266,Jimmy Gomez,Jimmy,Gomez,INCUMBENT,GENERIC-REP,Generic Republican,Generic,Republican,GENERIC,10.0,,,,,,231892.76,0.0,10.0,20421.0,166624.0,42231.0,204962.0,48092.0,156740.0,156740.0,48092.0,,,,,,,,,,,,,,,,,,,58.89673840563463,2025-10-07,68.33842162312025,88.62927445939201,11.370725540607992,,,,68.6431211455924,0.0,1.0,84.16921081156013,15.830789188439866,False,15.295928262707818,Likely D,D+10.0,N/A,D+10.0,D+15.3,D+68.3
CA-35,CA-35,CA,H4CA35031,Norma Torres,Norma,Torres,INCUMBENT,H0CA35146,Mike Cargile,Mike,Cargile,CHALLENGER,3.2719062905626504,,,,,,347359.52,1883.5349999999999,3.0537599515319966,59795.0,128569.0,95277.0,171638.0,105937.0,131010.0,136413.0,97142.0,,,,,,,,,,,,,,,,,,,17.4131384650912,2025-10-07,23.199453848711716,66.0420970069459,33.957902993054105,,,,22.903877592401507,0.0,1.0,61.599726924355856,38.400273075644144,False,12.617762584420545,Lean D,D+3.3,N/A,D+3.1,D+12.6,D+23.2
CA-36,CA-36,CA,H4CA33119,Ted Lieu,Ted,Lieu,INCUMBENT,H2CA00146,Leah Melissa Toomim,Leah,Toomim,CHALLENGER,-0.8355679111841124,,,,,,778299.835,16417.075,3.7851315470437337,88871.0,247929.0,113311.0,299066.0,111106.0,261912.0,246002.0,111985.0,,,,,,,,,,,,,,,,,,,43.478293224115106,2025-10-07,46.374469437027074,79.99546930259648,20.004530697403524,,,,46.59640201468345,0.0,1.0,73.18723471851354,26.812765281486463,False,5.945857412942445,Likely D,R+0.8,N/A,D+3.8,D+5.9,D+46.4
CA-37,CA-37,CA,H2CA37304,Sydney Kamlager-Dove,Sydney,Kamlager-Dove,INCUMBENT,GENERIC-REP,Generic Republican,Generic,Republican,GENERIC,10.0,,,,,,237091.12,0.0,10.0,16949.0,205212.0,34706.0,239528.0,42949.0,184950.0,184950.0,42949.0,,,,,,,,,,,,,,,,,,,67.88971840103389,2025-10-07,77.94273673445053,91.34922797414417,8.65077202585583,,,,77.649805847293,0.0,1.0,88.97136836722527,11.028631632774733,False,15.633994703989671,Likely D,D+10.0,N/A,D+10.0,D+15.6,D+77.9
CA-38,CA-38,CA,H2CA39078,Linda Sanchez,Linda,Sanchez,INCUMBENT,GENERIC-REP,Generic Republican,Generic,Republican,GENERIC,1.7981112753745019,,,,,,553740.22,0.0,10.0,77353.0,172093.0,114996.0,217193.0,119143.0,166559.0,165110.0,110818.0,,,,,,,,,,,,,,,,,,,22.411572706193816,2025-10-07,27.060570350346588,68.55788745601073,31.442112543989268,,,,27.261242598099948,0.0,1.0,63.53028517517329,36.46971482482671,False,10.464256708860002,Lean D,D+1.8,N/A,D+10.0,D+10.5,D+27.1
CA-39,CA-39,CA,H2CA43245,Mark Takano,Mark,Takano,INCUMBENT,GENERIC-REP,Generic Republican,Generic,Republican,GENERIC,1.8412771759794369,,,,,,419535.07,0.0,10.0,67947.0,126759.0,95594.0,164702.0,103033.0,125934.0,130191.0,99469.0,,,,,,,,,,,,,,,,,,,16.145034517595178,2025-10-07,21.294533945687544,64.77845593983326,35.221544060166735,,,,20.834930916271126,0.0,1.0,60.647266972843774,39.352733027156226,False,11.292655945801098,Lean D,D+1.8,N/A,D+10.0,D+11.3,D+21.3
CA-40,CA-40,CA,H6CA40309,Esther Kim Varet,Esther,Varet,CHALLENGER,H8CA39240,Young Kim,Young,Kim,INCUMBENT,-4.099995929622769,,,,,,964211.0,3062559.16,-1.6820014477982363,167495.0,153139.0,204080.0,212507.0,193734.0,184651.0,171637.0,211998.0,,,,,,,,,,,,,,,,,,,-0.05015060535138638,2025-10-07,-1.614129840442738,48.85769675949792,51.14230324050208,,,,-1.8418936578298082,0.0,1.0,49.19293507977863,50.80706492022137,False,0.786335294274547,Toss-up,R+4.1,N/A,R+1.7,D+0.8,R+1.6
CA-41,CA-41,CA,H6CA41273,Tim Myers,Tim,Myers,CHALLENGER,H2CA37023,Ken Calvert,Ken,Calvert,INCUMBENT,1.2731487624128617,,,,,,178088.96,1655286.9000000001,-3.0176293755932555,135817.0,120472.0,182722.0,180068.0,187430.0,165922.0,171229.0,183216.0,,,,,,,,,,,,,,,,,,,-3.4102115094903063,2025-10-07,-2.2955398163414515,48.375659017110074,51.624340982889926,,,,-2.2876720645091515,0.0,1.0,48.85223009182928,51.14776990817072,False,3.7913084256382175,Toss-up,D+1.3,N/A,R+3.0,D+3.8,R+2.3
CA-42,CA-42,CA,H2CA47188,Robert Garcia,Robert,Garcia,INCUMBENT,GENERIC-REP,Generic Republican,Generic,Republican,GENERIC,1.9258608865541897,,,,,,676887.53,0.0,10.0,50744.0,169704.0,74949.0,207761.0,79492.0,159940.0,159153.0,74410.0,,,,,,,,,,,,,,,,,,,39.20003280937761,2025-10-07,44.00660721647039,78.7102262872998,21.289773712700196,,,,44.27408992515463,0.0,1.0,72.0033036082352,27.9966963917648,False,10.407088355165307,Likely D,D+1.9,N/A,D+10.0,D+10.4,D+44.0
CA-43,CA-43,CA,H4CA23011,Maxine Waters,Maxine,Waters,INCUMBENT,H6CA43147,Craig Geiger,Craig,Geiger,CHALLENGER,0.5910631650835663,,,,,,234288.505,0.0,2.6069498696547164,25076.0,185033.0,46120.0,218853.0,53435.0,162845.0,160080.0,53152.0,,,,,,,,,,,,,,,,,,,56.79024623750702,2025-10-07,60.14601715596401,85.87935777745706,14.12064222254294,,,,60.270351573559296,0.0,1.0,80.07300857798201,19.92699142201799,False,9.55881538048778,Likely D,D+0.6,N/A,D+2.6,D+9.6,D+60.1
CA-44,CA-44,CA,H6CA44103,Nanette Barragan,Nanette,Barragan,INCUMBENT,GENERIC-REP,Generic Republican,Generic,Republican,GENERIC,4.463971336055595,,,,,,978389.875,0.0,10.0,44739.0,177634.0,72401.0,213400.0,79136.0,164053.0,164765.0,66087.0,,,,,,,,,,,,,,,,,,,41.03631528334108,2025-10-07,48.335296217074664,81.03274375353826,18.967256246461744,,,,48.0626794336072,0.0,1.0,74.16764810853734,25.832351891462665,False,13.41718725655425,Likely D,D+4.5,N/A,D+10.0,D+13.4,D+48.3
CA-45,CA-45,CA,H4CA45170,Derek Tran,Derek,Tran,INCUMBENT,H0CA48198,Michelle Steel,Michelle,Steel,CHALLENGER,-0.6641406361058098,,,,,,1028160.845,553368.655,0.870725353689386,110553.0,146986.0,163684.0,186116.0,154900.0,159879.0,158264.0,157611.0,,,,,,,,,,,,,,,,,,,5.101544415651171,2025-10-07,6.694341079663173,54.72879176380091,45.27120823619909,,,,6.876734959594533,0.0,1.0,53.34717053983159,46.65282946016841,False,5.112596427065636,Toss-up,R+0.7,N/A,D+0.9,D+5.1,D+6.7
CA-46,CA-46,CA,H6CA46116,Lou Correa,Lou,Correa,INCUMBENT,H4CA46137,David Pan,David,Pan,CHALLENGER,4.5613168043809855,,,,,,1198643.7449999999,16516.260000000002,4.398550212302098,53291.0,129713.0,85847.0,162507.0,86462.0,125174.0,134013.0,77279.0,,,,,,,,,,,,,,,,,,,23.984583948832274,2025-10-07,30.675405581678337,70.85211785623164,29.147882143768356,,,,31.007325215739854,0.0,1.0,65.33770279083917,34.662297209160826,False,12.383621575176608,Lean D,D+4.6,N/A,D+4.4,D+12.4,D+30.7
CA-47,CA-47,CA,H4CA47085,Dave Min,Dave,Min,INCUMBENT,H6CA47064,Michael Maxsenti,Michael,Maxsenti,CHALLENGER,-0.6444268307205643,,,,,,1002652.2050000001,14903.695,4.179245418141167,131532.0,154049.0,169696.0,212722.0,167325.0,182428.0,181721.0,171554.0,,,,,,,,,,,,,,,,,,,7.530921714445787,2025-10-07,10.277768458486268,57.24085734196349,42.75914265803651,,,,10.973514827538537,0.0,1.0,55.13888422924313,44.86111577075687,False,5.959578192784472,Toss-up,R+0.6,N/A,D+4.2,D+6.0,D+10.3
CA-48,CA-48,CA,H6CA41265,Brandon Riker,Brandon,Riker,CHALLENGER,H0CA48024,Darrell Issa,Darrell,Issa,INCUMBENT,-1.639510765243074,,,,,,535998.8,1307695.875,-1.2603398858727928,175411.0,114437.0,215222.0,167259.0,209800.0,152884.0,146665.0,213625.0,,,,,,,,,,,,,,,,,,,-13.809985350550583,2025-10-07,-15.105080877554213,39.414694844233445,60.585305155766555,,,,-13.750574179146485,0.0,1.0,42.44745956122289,57.55254043877711,False,0.5879190893591328,Lean R,R+1.6,N/A,R+1.3,D+0.6,R+15.1
CA-49,CA-49,CA,H8CA49058,Mike Levin,Mike,Levin,INCUMBENT,H6CA49128,Jim Desmond,Jim,Desmond,CHALLENGER,-1.7074557381830981,,,,,,1128356.875,475273.245,1.211936511576136,142592.0,160549.0,175085.0,221149.0,172361.0,202287.0,197397.0,180950.0,,,,,,,,,,,,,,,,,,,10.20155123118834,2025-10-07,11.35792705567233,57.993714335151125,42.006285664848875,,,,11.45180395269022,0.0,1.0,55.67896352783617,44.32103647216383,False,3.3701625407142908,Toss-up,R+1.7,N/A,D+1.2,D+3.4,D+11.4
CA-50,CA-50,CA,H2CA52089,Scott Peters,Scott,Peters,INCUMBENT,GENERIC-REP,Generic Republican,Generic,Republican,GENERIC,-0.503798940601094,,,,,,1551572.875,0.0,10.0,108445.0,197525.0,129743.0,262987.0,124867.0,234873.0,231836.0,128859.0,,,,,,,,,,,,,,,,,,,32.787363948031356,2025-10-07,36.73644435464137,74.54981267151062,25.450187328489378,,,,36.83412512890027,0.0,1.0,68.36822217732069,31.63177782267931,False,6.157137077163192,Lean D,R+0.5,N/A,D+10.0,D+6.2,D+36.7
CA-51,CA-51,CA,H8CA49074,Sara Jacobs,Sara,Jacobs,INCUMBENT,H6CA51108,John-Samuel Etheridge Williams,John-Samuel,Williams,CHALLENGER,-1.0516128052503182,,,,,,415405.28500000003,0.0,3.346328401797775,105944.0,174691.0,130025.0,230933.0,124434.0,204059.0,198835.0,128749.0,,,,,,,,,,,,,,,,,,,26.641113194604017,2025-10-07,29.615380178916478,70.18585288270785,29.81414711729215,,,,29.395790483171897,0.0,1.0,64.80769008945823,35.192309910541766,False,5.375898667894933,Lean D,R+1.1,N/A,D+3.3,D+5.4,D+29.6
CA-52,CA-52,CA,H2CA50026,Juan C Vargas,Juan,Vargas,INCUMBENT,GENERIC-REP,Generic Republican,Generic,Republican,GENERIC,5.714333378455344,,,,,,233485.80000000002,0.0,10.0,58336.0,170833.0,93078.0,205493.0,102478.0,159494.0,172217.0,87501.0,,,,,,,,,,,,,,,,,,,28.325727936896584,2025-10-07,35.72919488939531,73.94908237867843,26.050917621321574,,,,35.219226084929026,0.0,1.0,67.86459744469765,32.13540255530235,False,13.965036887776815,Lean D,D+5.7,N/A,D+10.0,D+14.0,D+35.7
CO-01,CO-01,CO,H6CO01141,Diana L Degette,Diana,Degette,INCUMBENT,H6CO01224,Amanda Capobianco,Amanda,Capobianco,CHALLENGER,-0.5585261073733971,,,,,,385041.92000000004,0.0,3.2451290832503257,63328.0,246182.0,72264.0,315411.0,75479.0,280662.0,264606.0,74598.0,,,,,,,,,,,,,,,,,,,60.3484078607833,2025-10-07,65.17452164611731,87.61499456036171,12.385005439638292,,,,65.14919266114512,0.0,1.0,82.58726082305866,17.412739176941344,False,7.56166606363734,Likely D,R+0.6,N/A,D+3.2,D+7.6,D+65.2
CO-02,CO-02,CO,H8CO02160,Joseph Neguse,Joseph,Neguse,INCUMBENT,GENERIC-REP,Generic Republican,Generic,Republican,GENERIC,-0.17983411500795687,,,,,,1700302.705,0.0,10.0,121013.0,242637.0,128285.0,306101.0,123973.0,295692.0,284994.0,125813.0,,,,,,,,,,,,,,,,,,,42.09261453978243,2025-10-07,47.784988753324136,80.7441307477642,19.255869252235797,,,,48.18993689237531,0.0,1.0,73.89249437666207,26.10750562333793,False,6.866875496321526,Likely D,R+0.2,N/A,D+10.0,D+6.9,D+47.8
CO-03,CO-03,CO,H6CO03212,Alexander George Kelloff,Alexander,Kelloff,CHALLENGER,H4CO03357,Jeffrey Hurd,Jeffrey,Hurd,INCUMBENT,2.373625350478967,,,,,,249737.77500000002,906004.02,-1.739781163461303,189722.0,139223.0,218132.0,184077.0,218065.0,178501.0,182147.0,212685.0,,,,,,,,,,,,,,,,,,,-8.383596074522053,2025-10-07,-3.9673353880466324,47.19396818652974,52.80603181347026,,,,-4.120498758947813,0.0,1.0,48.01633230597668,51.98366769402332,False,6.009314148222235,Toss-up,D+2.4,N/A,R+1.7,D+6.0,R+4.0
CO-04,CO-04,CO,H6CO04202,Eileen Laubacher,Eileen,Laubacher,CHALLENGER,H0CO03165,Lauren Boebert,Lauren,Boebert,INCUMBENT,3.3244123652937,,,,,,1382117.8250000002,511002.0,1.4057777303774672,217246.0,117043.0,256519.0,174438.0,267114.0,182901.0,188249.0,251889.0,,,,,,,,,,,,,,,,,,,-17.884242055291747,2025-10-07,-12.234344944796407,41.39719863803232,58.60280136196768,,,,-11.414507282921637,0.0,1.0,43.8828275276018,56.1171724723982,False,6.479031275996233,Toss-up,D+3.3,N/A,D+1.4,D+6.5,R+12.2
CO-05,CO-05,CO,H4CO05139,Joseph F Reagan,Joseph,Reagan,CHALLENGER,H6CO05142,Jeff Crank,Jeff,Crank,INCUMBENT,-2.3557403070406004,,,,,,36306.885,441028.05000000005,-2.607887819591127,175769.0,107228.0,198678.0,160941.0,199615.0,165522.0,147972.0,204382.0,,,,,,,,,,,,,,,,,,,-8.923640373586885,2025-10-07,-8.264330464288266,44.16816584249318,55.83183415750682,,,,-8.247506824423935,0.0,1.0,45.86783476785587,54.13216523214413,False,1.072712892041002,Toss-up,R+2.4,N/A,R+2.6,D+1.1,R+8.3
CO-06,CO-06,CO,H8CO06229,Jason Crow,Jason,Crow,INCUMBENT,H6CO06090,Khaleb Ian Dammen,Khaleb,Dammen,CHALLENGER,0.36847127914335365,,,,,,1337658.585,0.0,4.98502519373506,130388.0,174439.0,141250.0,232905.0,139305.0,210533.0,202686.0,137006.0,,,,,,,,,,,,,,,,,,,22.372939993314937,2025-10-07,28.62644879552917,69.55934124394558,30.440658756054418,,,,28.66167110659695,0.0,1.0,64.31322439776459,35.686775602235414,False,8.266167751160065,Lean D,D+0.4,N/A,D+5.0,D+8.3,D+28.6
CO-07,CO-07,CO,H8CO07045,Brittany Louise Pettersen,Brittany,Pettersen,INCUMBENT,GENERIC-REP,Generic Republican,Generic,Republican,GENERIC,-0.4007727685375925,,,,,,746932.3049999999,0.0,10.0,173896.0,185521.0,191020.0,256139.0,183164.0,249924.0,235688.0,184970.0,,,,,,,,,,,,,,,,,,,16.084236179981712,2025-10-07,21.41630887824838,64.85965011399907,35.140349886000934,,,,21.44418538064303,0.0,1.0,60.708154439124186,39.291845560875814,False,6.00142783790554,Lean D,R+0.4,N/A,D+10.0,D+6.0,D+21.4
CO-08,CO-08,CO,H6CO08013,Manny Rutinel,Manny,Rutinel,CHALLENGER,H4CO08034,Timothy Gabriel Joseph Evans,Timothy,Evans,INCUMBENT,0.5479584316977623,,,,,,1200740.84,980472.0700000001,0.2905785451805074,130987.0,125714.0,158489.0,173827.0,170726.0,164426.0,160871.0,163320.0,,,,,,,,,,,,,,,,,,,0.9758414835136944,2025-10-07,5.352564956701909,53.7836480650467,46.2163519349533,,,,5.0370073742213695,0.0,1.0,52.676282478350956,47.323717521649044,False,7.232309072804453,Toss-up,D+0.5,N/A,D+0.3,D+7.2,D+5.4
CO-SEN,CO,CO,S0CO00575,John W Hickenlooper,John,Hickenlooper,INCUMBENT,S6CO00424,George Washington Markert,George,Markert,CHALLENGER,-2.270091827659712,,,,,,2661967.9699999997,69691.88,4.680763596769397,1202349.0,1337987.0,1364637.0,1803839.0,1377441.0,1728161.0,1667213.0,1354663.0,4509576.0,3095664.0,864196.0,219101.0,205838.0,151224.0,16350.0,189228.0,383227.0,684507.0,667583.0,277905.0,1941968.0,1107309.0,688931.0,508986.0,1262551.0,310993.0,13.028091305691197,2025-10-07,15.713097353708504,61.00245859733655,38.99754140266345,,,,15.637666843471964,0.0,1.0,57.85654867685425,42.14345132314575,False,4.419956764540929,Lean D,R+2.3,N/A,D+4.7,D+4.4,D+15.7
CT-01,CT-01,CT,H8CT01046,John B Larson,John,Larson,INCUMBENT,H2CT03102,Amy Fogelstrom Chai,Amy,Chai,CHALLENGER,1.0746510023403335,,,,,,366840.81,744.5,3.1588517409738577,118361.0,194436.0,126767.0,227773.0,129726.0,208405.0,215417.0,115065.0,,,,,,,,,,,,,,,,,,,25.993289877990794,2025-10-07,30.548431544245446,70.77260303472292,29.22739696527708,,,,30.071738041207155,0.0,1.0,65.27421577212272,34.725784227877284,False,7.279639271428106,Lean D,D+1.1,N/A,D+3.2,D+7.3,D+30.5
CT-02,CT-02,CT,H2CT02112,Joseph Courtney,Joseph,Courtney,INCUMBENT,H6CT02196,George Patrick Austin,George,Austin,CHALLENGER,4.152967894373076,,,,,,339599.35,18351.074999999997,2.6106924187074556,160571.0,172536.0,169454.0,214327.0,175984.0,205994.0,218162.0,157878.0,,,,,,,,,,,,,,,,,,,9.939910917046896,2025-10-07,15.936718042335265,61.15562223023973,38.84437776976027,,,,15.796490680485217,0.0,1.0,57.96835902116763,42.03164097883237,False,8.080244632871892,Lean D,D+4.2,N/A,D+2.6,D+8.1,D+15.9
